Perioden;Benzine;Diesel;Lpg
2011 zondag 9 januari;1,593;1,279;0,771
2011 maandag 10 januari;1,593;1,28;0,768
2011 dinsdag 11 januari;1,598;1,283;0,769
2011 woensdag 12 januari;1,601;1,291;0,766
2011 donderdag 13 januari;1,61;1,3;0,766
2011 vrijdag 14 januari;1,611;1,302;0,763
2011 zaterdag 15 januari;1,609;1,301;0,762
2011 zondag 16 januari;1,609;1,3;0,763
2011 maandag 17 januari;1,61;1,301;0,765
2011 dinsdag 18 januari;1,608;1,301;0,762
2011 woensdag 19 januari;1,606;1,301;0,759
2011 donderdag 20 januari;1,607;1,3;0,759
2011 vrijdag 21 januari;1,604;1,299;0,752
2011 zaterdag 22 januari;1,596;1,296;0,749
2011 zondag 23 januari;1,594;1,296;0,749
2011 maandag 24 januari;1,595;1,296;0,747
2011 dinsdag 25 januari;1,591;1,295;0,751
2011 woensdag 26 januari;1,582;1,287;0,733
2011 donderdag 27 januari;1,578;1,285;0,73
2011 vrijdag 28 januari;1,578;1,285;0,723
2011 zaterdag 29 januari;1,574;1,285;0,717
2011 zondag 30 januari;1,572;1,284;0,715
2011 maandag 31 januari;1,573;1,285;0,714
2011 dinsdag 1 februari;1,573;1,284;0,703
2011 woensdag 2 februari;1,578;1,287;0,695
2011 donderdag 3 februari;1,581;1,289;0,694
2011 vrijdag 4 februari;1,584;1,292;0,694
2011 zaterdag 5 februari;1,584;1,297;0,692
2011 zondag 6 februari;1,583;1,298;0,693
2011 maandag 7 februari;1,584;1,299;0,692
2011 dinsdag 8 februari;1,585;1,304;0,692
2011 woensdag 9 februari;1,583;1,303;0,692
2011 donderdag 10 februari;1,585;1,305;0,691
2011 vrijdag 11 februari;1,587;1,312;0,687
2011 zaterdag 12 februari;1,587;1,312;0,692
2011 zondag 13 februari;1,587;1,312;0,69
2011 maandag 14 februari;1,588;1,313;0,691
2011 dinsdag 15 februari;1,59;1,314;0,692
2011 woensdag 16 februari;1,596;1,317;0,695
2011 donderdag 17 februari;1,597;1,319;0,695
2011 vrijdag 18 februari;1,599;1,318;0,695
2011 zaterdag 19 februari;1,603;1,317;0,693
2011 zondag 20 februari;1,602;1,317;0,694
2011 maandag 21 februari;1,604;1,318;0,695
2011 dinsdag 22 februari;1,607;1,319;0,694
2011 woensdag 23 februari;1,615;1,325;0,696
2011 donderdag 24 februari;1,619;1,329;0,697
2011 vrijdag 25 februari;1,63;1,341;0,699
2011 zaterdag 26 februari;1,632;1,344;0,697
2011 zondag 27 februari;1,631;1,343;0,693
2011 maandag 28 februari;1,633;1,344;0,694
2011 dinsdag 1 maart;1,636;1,344;0,697
2011 woensdag 2 maart;1,636;1,345;0,695
2011 donderdag 3 maart;1,637;1,353;0,697
2011 vrijdag 4 maart;1,643;1,361;0,696
2011 zaterdag 5 maart;1,647;1,365;0,697
2011 zondag 6 maart;1,646;1,365;0,695
2011 maandag 7 maart;1,647;1,365;0,697
2011 dinsdag 8 maart;1,652;1,372;0,704
2011 woensdag 9 maart;1,652;1,374;0,702
2011 donderdag 10 maart;1,647;1,371;0,705
2011 vrijdag 11 maart;1,65;1,374;0,705
2011 zaterdag 12 maart;1,648;1,373;0,705
2011 zondag 13 maart;1,648;1,373;0,701
2011 maandag 14 maart;1,648;1,373;0,703
2011 dinsdag 15 maart;1,645;1,374;0,706
2011 woensdag 16 maart;1,634;1,367;0,706
2011 donderdag 17 maart;1,622;1,364;0,707
2011 vrijdag 18 maart;1,619;1,364;0,702
2011 zaterdag 19 maart;1,617;1,362;0,706
2011 zondag 20 maart;1,617;1,362;0,702
2011 maandag 21 maart;1,617;1,363;0,706
2011 dinsdag 22 maart;1,619;1,361;0,701
2011 woensdag 23 maart;1,62;1,36;0,705
2011 donderdag 24 maart;1,62;1,359;0,704
2011 vrijdag 25 maart;1,622;1,36;0,706
2011 zaterdag 26 maart;1,623;1,36;0,704
2011 zondag 27 maart;1,622;1,359;0,708
2011 maandag 28 maart;1,622;1,36;0,702
2011 dinsdag 29 maart;1,624;1,36;0,707
2011 woensdag 30 maart;1,621;1,358;0,705
2011 donderdag 31 maart;1,63;1,36;0,709
2011 vrijdag 1 april;1,644;1,364;0,718
2011 zaterdag 2 april;1,652;1,366;0,717
2011 zondag 3 april;1,652;1,366;0,718
2011 maandag 4 april;1,653;1,367;0,717
2011 dinsdag 5 april;1,666;1,372;0,725
2011 woensdag 6 april;1,674;1,375;0,729
2011 donderdag 7 april;1,675;1,377;0,735
2011 vrijdag 8 april;1,679;1,381;0,732
2011 zaterdag 9 april;1,686;1,384;0,736
2011 zondag 10 april;1,686;1,383;0,73
2011 maandag 11 april;1,686;1,384;0,738
2011 dinsdag 12 april;1,688;1,386;0,736
2011 woensdag 13 april;1,693;1,387;0,738
2011 donderdag 14 april;1,692;1,381;0,737
2011 vrijdag 15 april;1,694;1,382;0,738
2011 zaterdag 16 april;1,694;1,381;0,739
2011 zondag 17 april;1,694;1,381;0,737
2011 maandag 18 april;1,695;1,382;0,737
2011 dinsdag 19 april;1,695;1,383;0,736
2011 woensdag 20 april;1,695;1,379;0,74
2011 donderdag 21 april;1,694;1,376;0,74
2011 vrijdag 22 april;1,696;1,375;0,741
2011 zaterdag 23 april;1,697;1,374;0,738
2011 zondag 24 april;1,697;1,374;0,736
2011 maandag 25 april;1,698;1,374;0,735
2011 dinsdag 26 april;1,697;1,375;0,738
2011 woensdag 27 april;1,698;1,374;0,736
2011 donderdag 28 april;1,698;1,373;0,736
2011 vrijdag 29 april;1,701;1,374;0,739
2011 zaterdag 30 april;1,699;1,373;0,736
2011 zondag 1 mei;1,698;1,373;0,732
2011 maandag 2 mei;1,699;1,374;0,735
2011 dinsdag 3 mei;1,699;1,373;0,737
2011 woensdag 4 mei;1,7;1,374;0,737
2011 donderdag 5 mei;1,699;1,374;0,735
2011 vrijdag 6 mei;1,698;1,367;0,735
2011 zaterdag 7 mei;1,682;1,349;0,734
2011 zondag 8 mei;1,682;1,347;0,732
2011 maandag 9 mei;1,681;1,347;0,729
2011 dinsdag 10 mei;1,678;1,345;0,729
2011 woensdag 11 mei;1,686;1,345;0,73
2011 donderdag 12 mei;1,695;1,345;0,721
2011 vrijdag 13 mei;1,695;1,344;0,728
2011 zaterdag 14 mei;1,69;1,34;0,727
2011 zondag 15 mei;1,69;1,339;0,725
2011 maandag 16 mei;1,69;1,341;0,722
2011 dinsdag 17 mei;1,686;1,335;0,726
2011 woensdag 18 mei;1,683;1,332;0,722
2011 donderdag 19 mei;1,676;1,328;0,724
2011 vrijdag 20 mei;1,675;1,327;0,724
2011 zaterdag 21 mei;1,672;1,325;0,719
2011 zondag 22 mei;1,672;1,324;0,719
2011 maandag 23 mei;1,673;1,325;0,717
2011 dinsdag 24 mei;1,667;1,324;0,712
2011 woensdag 25 mei;1,668;1,326;0,706
2011 donderdag 26 mei;1,669;1,328;0,706
2011 vrijdag 27 mei;1,671;1,332;0,704
2011 zaterdag 28 mei;1,671;1,332;0,706
2011 zondag 29 mei;1,671;1,331;0,703
2011 maandag 30 mei;1,672;1,332;0,707
2011 dinsdag 31 mei;1,675;1,333;0,706
2011 woensdag 1 juni;1,675;1,335;0,703
2011 donderdag 2 juni;1,674;1,336;0,698
2011 vrijdag 3 juni;1,675;1,337;0,704
2011 zaterdag 4 juni;1,672;1,335;0,701
2011 zondag 5 juni;1,671;1,335;0,698
2011 maandag 6 juni;1,671;1,336;0,701
2011 dinsdag 7 juni;1,663;1,33;0,705
2011 woensdag 8 juni;1,656;1,325;0,69
2011 donderdag 9 juni;1,651;1,326;0,685
2011 vrijdag 10 juni;1,649;1,327;0,682
2011 zaterdag 11 juni;1,649;1,334;0,68
2011 zondag 12 juni;1,649;1,334;0,678
2011 maandag 13 juni;1,649;1,333;0,684
2011 dinsdag 14 juni;1,65;1,336;0,682
2011 woensdag 15 juni;1,65;1,345;0,68
2011 donderdag 16 juni;1,651;1,351;0,682
2011 vrijdag 17 juni;1,651;1,352;0,684
2011 zaterdag 18 juni;1,645;1,347;0,68
2011 zondag 19 juni;1,644;1,347;0,677
2011 maandag 20 juni;1,644;1,348;0,678
2011 dinsdag 21 juni;1,638;1,344;0,683
2011 woensdag 22 juni;1,636;1,341;0,678
2011 donderdag 23 juni;1,634;1,334;0,679
2011 vrijdag 24 juni;1,631;1,333;0,674
2011 zaterdag 25 juni;1,625;1,324;0,671
2011 zondag 26 juni;1,624;1,323;0,678
2011 maandag 27 juni;1,624;1,323;0,674
2011 dinsdag 28 juni;1,615;1,316;0,672
2011 woensdag 29 juni;1,607;1,311;0,675
2011 donderdag 30 juni;1,611;1,312;0,675
2011 vrijdag 1 juli;1,618;1,316;0,675
2011 zaterdag 2 juli;1,619;1,316;0,675
2011 zondag 3 juli;1,619;1,315;0,674
2011 maandag 4 juli;1,62;1,316;0,674
2011 dinsdag 5 juli;1,622;1,319;0,676
2011 woensdag 6 juli;1,624;1,32;0,676
2011 donderdag 7 juli;1,627;1,323;0,676
2011 vrijdag 8 juli;1,636;1,329;0,68
2011 zaterdag 9 juli;1,647;1,342;0,681
2011 zondag 10 juli;1,648;1,343;0,689
2011 maandag 11 juli;1,649;1,343;0,683
2011 dinsdag 12 juli;1,657;1,35;0,687
2011 woensdag 13 juli;1,664;1,354;0,689
2011 donderdag 14 juli;1,669;1,357;0,688
2011 vrijdag 15 juli;1,675;1,361;0,689
2011 zaterdag 16 juli;1,675;1,36;0,69
2011 zondag 17 juli;1,674;1,36;0,691
2011 maandag 18 juli;1,675;1,361;0,689
2011 dinsdag 19 juli;1,677;1,363;0,692
2011 woensdag 20 juli;1,676;1,363;0,695
2011 donderdag 21 juli;1,679;1,363;0,696
2011 vrijdag 22 juli;1,679;1,363;0,698
2011 zaterdag 23 juli;1,679;1,363;0,7
2011 zondag 24 juli;1,68;1,363;0,692
2011 maandag 25 juli;1,679;1,365;0,697
2011 dinsdag 26 juli;1,68;1,366;0,7
2011 woensdag 27 juli;1,675;1,362;0,702
2011 donderdag 28 juli;1,672;1,359;0,703
2011 vrijdag 29 juli;1,672;1,358;0,704
2011 zaterdag 30 juli;1,671;1,357;0,706
2011 zondag 31 juli;1,67;1,356;0,71
2011 maandag 1 augustus;1,671;1,358;0,701
2011 dinsdag 2 augustus;1,672;1,361;0,704
2011 woensdag 3 augustus;1,672;1,358;0,701
2011 donderdag 4 augustus;1,672;1,356;0,707
2011 vrijdag 5 augustus;1,669;1,355;0,703
2011 zaterdag 6 augustus;1,658;1,346;0,707
2011 zondag 7 augustus;1,656;1,345;0,702
2011 maandag 8 augustus;1,656;1,346;0,707
2011 dinsdag 9 augustus;1,649;1,338;0,707
2011 woensdag 10 augustus;1,636;1,326;0,701
2011 donderdag 11 augustus;1,628;1,321;0,703
2011 vrijdag 12 augustus;1,625;1,32;0,702
2011 zaterdag 13 augustus;1,627;1,322;0,699
2011 zondag 14 augustus;1,627;1,323;0,7
2011 maandag 15 augustus;1,627;1,324;0,696
2011 dinsdag 16 augustus;1,627;1,322;0,693
2011 woensdag 17 augustus;1,625;1,321;0,689
2011 donderdag 18 augustus;1,625;1,321;0,688
2011 vrijdag 19 augustus;1,623;1,32;0,687
2011 zaterdag 20 augustus;1,615;1,31;0,689
2011 zondag 21 augustus;1,614;1,309;0,686
2011 maandag 22 augustus;1,615;1,31;0,685
2011 dinsdag 23 augustus;1,613;1,308;0,684
2011 woensdag 24 augustus;1,612;1,309;0,684
2011 donderdag 25 augustus;1,618;1,308;0,688
2011 vrijdag 26 augustus;1,623;1,313;0,689
2011 zaterdag 27 augustus;1,628;1,316;0,679
2011 zondag 28 augustus;1,628;1,316;0,685
2011 maandag 29 augustus;1,628;1,317;0,684
2011 dinsdag 30 augustus;1,63;1,32;0,688
2011 woensdag 31 augustus;1,639;1,325;0,684
2011 donderdag 1 september;1,646;1,331;0,686
2011 vrijdag 2 september;1,655;1,335;0,685
2011 zaterdag 3 september;1,662;1,335;0,686
2011 zondag 4 september;1,662;1,335;0,686
2011 maandag 5 september;1,663;1,337;0,682
2011 dinsdag 6 september;1,666;1,338;0,689
2011 woensdag 7 september;1,668;1,339;0,688
2011 donderdag 8 september;1,674;1,343;0,688
2011 vrijdag 9 september;1,682;1,349;0,688
2011 zaterdag 10 september;1,686;1,354;0,69
2011 zondag 11 september;1,686;1,354;0,689
2011 maandag 12 september;1,687;1,355;0,693
2011 dinsdag 13 september;1,686;1,354;0,693
2011 woensdag 14 september;1,685;1,353;0,697
2011 donderdag 15 september;1,678;1,352;0,697
2011 vrijdag 16 september;1,678;1,356;0,698
2011 zaterdag 17 september;1,679;1,355;0,694
2011 zondag 18 september;1,678;1,355;0,691
2011 maandag 19 september;1,679;1,356;0,702
2011 dinsdag 20 september;1,681;1,355;0,702
2011 woensdag 21 september;1,68;1,355;0,7
2011 donderdag 22 september;1,679;1,353;0,702
2011 vrijdag 23 september;1,681;1,354;0,701
2011 zaterdag 24 september;1,668;1,352;0,699
2011 zondag 25 september;1,667;1,351;0,702
2011 maandag 26 september;1,667;1,352;0,699
2011 dinsdag 27 september;1,659;1,352;0,702
2011 woensdag 28 september;1,648;1,352;0,703
2011 donderdag 29 september;1,642;1,349;0,701
2011 vrijdag 30 september;1,641;1,349;0,701
2011 zaterdag 1 oktober;1,634;1,341;0,697
2011 zondag 2 oktober;1,633;1,341;0,698
2011 maandag 3 oktober;1,634;1,342;0,699
2011 dinsdag 4 oktober;1,629;1,34;0,7
2011 woensdag 5 oktober;1,624;1,339;0,696
2011 donderdag 6 oktober;1,62;1,338;0,695
2011 vrijdag 7 oktober;1,621;1,34;0,693
2011 zaterdag 8 oktober;1,627;1,344;0,688
2011 zondag 9 oktober;1,627;1,344;0,688
2011 maandag 10 oktober;1,628;1,346;0,695
2011 dinsdag 11 oktober;1,635;1,35;0,694
2011 woensdag 12 oktober;1,638;1,35;0,691
2011 donderdag 13 oktober;1,64;1,348;0,693
2011 vrijdag 14 oktober;1,641;1,348;0,69
2011 zaterdag 15 oktober;1,641;1,359;0,69
2011 zondag 16 oktober;1,64;1,359;0,685
2011 maandag 17 oktober;1,641;1,361;0,69
2011 dinsdag 18 oktober;1,645;1,369;0,684
2011 woensdag 19 oktober;1,645;1,37;0,686
2011 donderdag 20 oktober;1,644;1,372;0,685
2011 vrijdag 21 oktober;1,644;1,374;0,679
2011 zaterdag 22 oktober;1,635;1,378;0,676
2011 zondag 23 oktober;1,634;1,378;0,674
2011 maandag 24 oktober;1,635;1,379;0,672
2011 dinsdag 25 oktober;1,633;1,381;0,675
2011 woensdag 26 oktober;1,631;1,382;0,672
2011 donderdag 27 oktober;1,63;1,381;0,673
2011 vrijdag 28 oktober;1,631;1,382;0,672
2011 zaterdag 29 oktober;1,63;1,381;0,676
2011 zondag 30 oktober;1,629;1,381;0,668
2011 maandag 31 oktober;1,63;1,382;0,674
2011 dinsdag 1 november;1,623;1,381;0,671
2011 woensdag 2 november;1,621;1,381;0,666
2011 donderdag 3 november;1,62;1,384;0,67
2011 vrijdag 4 november;1,621;1,384;0,671
2011 zaterdag 5 november;1,621;1,383;0,667
2011 zondag 6 november;1,621;1,382;0,665
2011 maandag 7 november;1,621;1,384;0,668
2011 dinsdag 8 november;1,627;1,389;0,666
2011 woensdag 9 november;1,632;1,394;0,668
2011 donderdag 10 november;1,633;1,394;0,666
2011 vrijdag 11 november;1,633;1,397;0,668
2011 zaterdag 12 november;1,629;1,403;0,664
2011 zondag 13 november;1,629;1,402;0,662
2011 maandag 14 november;1,63;1,404;0,672
2011 dinsdag 15 november;1,625;1,404;0,67
2011 woensdag 16 november;1,621;1,407;0,678
2011 donderdag 17 november;1,619;1,407;0,678
2011 vrijdag 18 november;1,621;1,407;0,677
2011 zaterdag 19 november;1,614;1,4;0,682
2011 zondag 20 november;1,613;1,401;0,668
2011 maandag 21 november;1,614;1,401;0,679
2011 dinsdag 22 november;1,611;1,4;0,681
2011 woensdag 23 november;1,605;1,391;0,674
2011 donderdag 24 november;1,602;1,389;0,672
2011 vrijdag 25 november;1,604;1,388;0,673
2011 zaterdag 26 november;1,603;1,387;0,675
2011 zondag 27 november;1,602;1,387;0,679
2011 maandag 28 november;1,604;1,388;0,675
2011 dinsdag 29 november;1,604;1,388;0,673
2011 woensdag 30 november;1,604;1,389;0,67
2011 donderdag 1 december;1,607;1,391;0,673
2011 vrijdag 2 december;1,606;1,391;0,672
2011 zaterdag 3 december;1,606;1,387;0,673
2011 zondag 4 december;1,605;1,387;0,672
2011 maandag 5 december;1,607;1,388;0,674
2011 dinsdag 6 december;1,615;1,389;0,673
2011 woensdag 7 december;1,618;1,389;0,673
2011 donderdag 8 december;1,619;1,388;0,676
2011 vrijdag 9 december;1,619;1,388;0,672
2011 zaterdag 10 december;1,617;1,379;0,669
2011 zondag 11 december;1,616;1,378;0,667
2011 maandag 12 december;1,617;1,379;0,671
2011 dinsdag 13 december;1,618;1,378;0,672
2011 woensdag 14 december;1,619;1,378;0,671
2011 donderdag 15 december;1,623;1,378;0,672
2011 vrijdag 16 december;1,624;1,379;0,674
2011 zaterdag 17 december;1,623;1,375;0,673
2011 zondag 18 december;1,622;1,375;0,669
2011 maandag 19 december;1,623;1,375;0,682
2011 dinsdag 20 december;1,623;1,372;0,676
2011 woensdag 21 december;1,623;1,37;0,677
2011 donderdag 22 december;1,624;1,37;0,681
2011 vrijdag 23 december;1,629;1,372;0,683
2011 zaterdag 24 december;1,631;1,375;0,679
2011 zondag 25 december;1,63;1,374;0,681
2011 maandag 26 december;1,631;1,375;0,686
2011 dinsdag 27 december;1,633;1,376;0,685
2011 woensdag 28 december;1,632;1,376;0,683
2011 donderdag 29 december;1,635;1,378;0,685
2011 vrijdag 30 december;1,643;1,383;0,684
2011 zaterdag 31 december;1,651;1,386;0,692
2012 zondag 1 januari;1,651;1,386;0,704
2012 maandag 2 januari;1,653;1,388;0,704
2012 dinsdag 3 januari;1,657;1,391;0,705
2012 woensdag 4 januari;1,663;1,394;0,709
2012 donderdag 5 januari;1,671;1,402;0,708
2012 vrijdag 6 januari;1,683;1,414;0,714
2012 zaterdag 7 januari;1,69;1,419;0,714
2012 zondag 8 januari;1,69;1,419;0,707
2012 maandag 9 januari;1,691;1,42;0,718
2012 dinsdag 10 januari;1,692;1,424;0,723
2012 woensdag 11 januari;1,693;1,431;0,728
2012 donderdag 12 januari;1,696;1,438;0,726
2012 vrijdag 13 januari;1,696;1,44;0,736
2012 zaterdag 14 januari;1,695;1,437;0,727
2012 zondag 15 januari;1,695;1,437;0,732
2012 maandag 16 januari;1,697;1,439;0,734
2012 dinsdag 17 januari;1,696;1,439;0,735
2012 woensdag 18 januari;1,696;1,438;0,74
2012 donderdag 19 januari;1,697;1,437;0,74
2012 vrijdag 20 januari;1,697;1,437;0,741
2012 zaterdag 21 januari;1,696;1,43;0,739
2012 zondag 22 januari;1,695;1,43;0,745
2012 maandag 23 januari;1,696;1,432;0,741
2012 dinsdag 24 januari;1,691;1,427;0,744
2012 woensdag 25 januari;1,692;1,422;0,742
2012 donderdag 26 januari;1,692;1,417;0,743
2012 vrijdag 27 januari;1,693;1,416;0,744
2012 zaterdag 28 januari;1,692;1,414;0,748
2012 zondag 29 januari;1,692;1,414;0,745
2012 maandag 30 januari;1,694;1,415;0,744
2012 dinsdag 31 januari;1,695;1,414;0,742
2012 woensdag 1 februari;1,696;1,414;0,743
2012 donderdag 2 februari;1,698;1,415;0,746
2012 vrijdag 3 februari;1,698;1,415;0,754
2012 zaterdag 4 februari;1,698;1,414;0,758
2012 zondag 5 februari;1,699;1,414;0,758
2012 maandag 6 februari;1,7;1,415;0,758
2012 dinsdag 7 februari;1,705;1,42;0,765
2012 woensdag 8 februari;1,709;1,425;0,771
2012 donderdag 9 februari;1,709;1,425;0,772
2012 vrijdag 10 februari;1,713;1,425;0,78
2012 zaterdag 11 februari;1,712;1,424;0,782
2012 zondag 12 februari;1,715;1,426;0,778
2012 maandag 13 februari;1,716;1,428;0,787
2012 dinsdag 14 februari;1,72;1,429;0,784
2012 woensdag 15 februari;1,724;1,433;0,788
2012 donderdag 16 februari;1,728;1,435;0,791
2012 vrijdag 17 februari;1,732;1,44;0,797
2012 zaterdag 18 februari;1,734;1,442;0,797
2012 zondag 19 februari;1,735;1,442;0,797
2012 maandag 20 februari;1,736;1,444;0,795
2012 dinsdag 21 februari;1,74;1,444;0,808
2012 woensdag 22 februari;1,74;1,445;0,807
2012 donderdag 23 februari;1,741;1,448;0,812
2012 vrijdag 24 februari;1,743;1,447;0,81
2012 zaterdag 25 februari;1,742;1,445;0,812
2012 zondag 26 februari;1,742;1,445;0,815
2012 maandag 27 februari;1,743;1,447;0,814
2012 dinsdag 28 februari;1,743;1,447;0,813
2012 woensdag 29 februari;1,745;1,447;0,815
2012 donderdag 1 maart;1,742;1,446;0,814
2012 vrijdag 2 maart;1,743;1,447;0,811
2012 zaterdag 3 maart;1,751;1,446;0,814
2012 zondag 4 maart;1,75;1,445;0,818
2012 maandag 5 maart;1,751;1,447;0,818
2012 dinsdag 6 maart;1,756;1,447;0,818
2012 woensdag 7 maart;1,758;1,447;0,822
2012 donderdag 8 maart;1,759;1,445;0,821
2012 vrijdag 9 maart;1,767;1,448;0,826
2012 zaterdag 10 maart;1,769;1,45;0,823
2012 zondag 11 maart;1,769;1,449;0,825
2012 maandag 12 maart;1,771;1,452;0,824
2012 dinsdag 13 maart;1,776;1,454;0,831
2012 woensdag 14 maart;1,779;1,455;0,832
2012 donderdag 15 maart;1,782;1,459;0,831
2012 vrijdag 16 maart;1,788;1,465;0,829
2012 zaterdag 17 maart;1,785;1,463;0,83
2012 zondag 18 maart;1,786;1,463;0,828
2012 maandag 19 maart;1,788;1,465;0,83
2012 dinsdag 20 maart;1,789;1,467;0,828
2012 woensdag 21 maart;1,789;1,466;0,827
2012 donderdag 22 maart;1,787;1,466;0,829
2012 vrijdag 23 maart;1,788;1,466;0,824
2012 zaterdag 24 maart;1,784;1,462;0,825
2012 zondag 25 maart;1,785;1,463;0,826
2012 maandag 26 maart;1,786;1,464;0,826
2012 dinsdag 27 maart;1,79;1,464;0,816
2012 woensdag 28 maart;1,794;1,464;0,817
2012 donderdag 29 maart;1,793;1,461;0,81
2012 vrijdag 30 maart;1,805;1,462;0,811
2012 zaterdag 31 maart;1,809;1,458;0,806
2012 zondag 1 april;1,81;1,458;0,806
2012 maandag 2 april;1,812;1,459;0,809
2012 dinsdag 3 april;1,811;1,459;0,81
2012 woensdag 4 april;1,815;1,458;0,808
2012 donderdag 5 april;1,821;1,457;0,808
2012 vrijdag 6 april;1,824;1,458;0,806
2012 zaterdag 7 april;1,823;1,456;0,799
2012 zondag 8 april;1,823;1,456;0,802
2012 maandag 9 april;1,823;1,456;0,803
2012 dinsdag 10 april;1,824;1,457;0,806
2012 woensdag 11 april;1,824;1,457;0,803
2012 donderdag 12 april;1,818;1,455;0,802
2012 vrijdag 13 april;1,818;1,456;0,801
2012 zaterdag 14 april;1,817;1,455;0,802
2012 zondag 15 april;1,815;1,455;0,805
2012 maandag 16 april;1,818;1,457;0,799
2012 dinsdag 17 april;1,818;1,457;0,803
2012 woensdag 18 april;1,817;1,456;0,805
2012 donderdag 19 april;1,811;1,451;0,802
2012 vrijdag 20 april;1,807;1,449;0,795
2012 zaterdag 21 april;1,8;1,445;0,791
2012 zondag 22 april;1,8;1,445;0,797
2012 maandag 23 april;1,8;1,447;0,794
2012 dinsdag 24 april;1,795;1,446;0,789
2012 woensdag 25 april;1,789;1,446;0,791
2012 donderdag 26 april;1,786;1,444;0,785
2012 vrijdag 27 april;1,788;1,446;0,786
2012 zaterdag 28 april;1,785;1,445;0,787
2012 zondag 29 april;1,783;1,445;0,791
2012 maandag 30 april;1,784;1,444;0,788
2012 dinsdag 1 mei;1,785;1,446;0,785
2012 woensdag 2 mei;1,782;1,446;0,788
2012 donderdag 3 mei;1,779;1,445;0,784
2012 vrijdag 4 mei;1,778;1,446;0,786
2012 zaterdag 5 mei;1,77;1,442;0,776
2012 zondag 6 mei;1,77;1,442;0,78
2012 maandag 7 mei;1,769;1,443;0,778
2012 dinsdag 8 mei;1,767;1,439;0,773
2012 woensdag 9 mei;1,763;1,434;0,768
2012 donderdag 10 mei;1,759;1,429;0,765
2012 vrijdag 11 mei;1,758;1,427;0,756
2012 zaterdag 12 mei;1,755;1,425;0,755
2012 zondag 13 mei;1,756;1,425;0,754
2012 maandag 14 mei;1,756;1,426;0,756
2012 dinsdag 15 mei;1,756;1,426;0,754
2012 woensdag 16 mei;1,754;1,426;0,75
2012 donderdag 17 mei;1,745;1,424;0,746
2012 vrijdag 18 mei;1,746;1,425;0,749
2012 zaterdag 19 mei;1,744;1,423;0,749
2012 zondag 20 mei;1,743;1,423;0,752
2012 maandag 21 mei;1,744;1,425;0,746
2012 dinsdag 22 mei;1,738;1,423;0,746
2012 woensdag 23 mei;1,738;1,422;0,738
2012 donderdag 24 mei;1,738;1,418;0,732
2012 vrijdag 25 mei;1,739;1,417;0,727
2012 zaterdag 26 mei;1,74;1,415;0,73
2012 zondag 27 mei;1,74;1,415;0,732
2012 maandag 28 mei;1,741;1,415;0,728
2012 dinsdag 29 mei;1,741;1,417;0,726
